ProductID,Category,Subcategory,Brand,ProductName,CostPrice,SellingPrice,Supplier,LaunchDate
PROD001486,Grocery,Beverages,Nutrivia,Nutrivia Beverages 849,4.69,6.17,Supplier_041,2024-06-23
PROD001487,Beauty,Fragrance,Velvetta,Velvetta Fragrance 760,57.62,123.96,Supplier_011,2023-10-16
PROD001488,Books & Media,Children,InkHouse,InkHouse Children 605,19.05,26.45,Supplier_048,2021-09-20
PROD001489,Grocery,Dairy,PureHarvest,PureHarvest Dairy 879,11.19,13.87,Supplier_029,2020-01-24
PROD001490,Electronics,Accessories,NimbusTech,NimbusTech Accessories 684,1138.61,1415.31,Supplier_040,2019-03-02
PROD001491,Apparel,Winterwear,Stratus,Stratus Winterwear 650,43.89,103.52,Supplier_041,2024-03-28
PROD001492,Grocery,Staples,Nutrivia,Nutrivia Staples 749,18.23,24.06,Supplier_057,2020-12-19
PROD001493,Apparel,Winterwear,WearWell,WearWell Winterwear 890,77.07,156.29,Supplier_028,2021-05-27
PROD001494,Grocery,Frozen Foods,FarmFresh,FarmFresh Frozen Foods 163,15.35,19.36,Supplier_047,2019-02-24
PROD001495,Apparel,Winterwear,WearWell,WearWell Winterwear 938,36.88,58.77,Supplier_012,2022-09-24
PROD001496,Electronics,Audio,NimbusTech,NimbusTech Audio 164,740.04,809.17,Supplier_060,2023-02-27
PROD001497,Grocery,Snacks,PureHarvest,PureHarvest Snacks 610,21.74,25.7,Supplier_059,2019-02-06
PROD001498,Apparel,Men,Stratus,Stratus Men 556,78.25,147.88,Supplier_033,2021-12-31
PROD001499,Electronics,Cameras,Veltrix,Veltrix Cameras 895,970.3,1200.32,Supplier_043,2022-06-10
PROD001500,Furniture,Outdoor,Comforta,Comforta Outdoor 195,1025.36,1275.52,Supplier_009,2024-04-14
PROD001501,Grocery,Beverages,DailyBasket,DailyBasket Beverages 879,14.04,17.23,Supplier_038,2020-07-30
PROD001502,Grocery,Dairy,DailyBasket,DailyBasket Dairy 573,18.79,23.74,Supplier_023,2024-03-27
PROD001503,Beauty,Fragrance,Velvetta,Velvetta Fragrance 548,31.99,58.86,Supplier_053,2022-08-09
PROD001504,Apparel,Winterwear,Denimo,Denimo Winterwear 553,58.47,144.46,Supplier_043,2022-05-16
PROD001505,Automotive,Parts,AutoEdge,AutoEdge Parts 716,161.58,241.88,Supplier_039,2021-08-10
PROD001506,Electronics,Audio,Aurawave,Aurawave Audio 216,1147.63,1280.76,Supplier_053,2022-03-19
PROD001507,Apparel,Women,Denimo,Denimo Women 148,31.87,51.78,Supplier_054,2023-08-14
PROD001508,Grocery,Beverages,Nutrivia,Nutrivia Beverages 115,2.77,3.36,Supplier_047,2022-09-25
PROD001509,Beauty,Skincare,Velvetta,Velvetta Skincare 430,57.91,94.81,Supplier_023,2019-06-20
PROD001510,Home & Kitchen,Appliances,Hearthly,Hearthly Appliances 923,68.82,93.76,Supplier_021,2023-09-27
PROD001511,Grocery,Dairy,PureHarvest,PureHarvest Dairy 967,12.96,14.76,Supplier_007,2023-08-20
PROD001512,Home & Kitchen,Appliances,Dweliva,Dweliva Appliances 717,94.54,143.25,Supplier_055,2022-07-25
PROD001513,Sports & Fitness,Footwear,PeakGear,PeakGear Footwear 521,179.88,315.05,Supplier_058,2020-05-10
PROD001514,Automotive,Accessories,GearDrive,GearDrive Accessories 944,335.92,479.85,Supplier_039,2021-06-28
PROD001515,Grocery,Frozen Foods,GreenLeaf,GreenLeaf Frozen Foods 882,2.37,2.99,Supplier_045,2024-03-13
PROD001516,Electronics,Accessories,NimbusTech,NimbusTech Accessories 938,380.75,431.57,Supplier_007,2019-03-03
PROD001517,Home & Kitchen,Appliances,Hearthly,Hearthly Appliances 312,165.32,237.67,Supplier_036,2021-10-05
PROD001518,Grocery,Staples,Nutrivia,Nutrivia Staples 311,8.12,10.05,Supplier_005,2023-11-30
PROD001519,Sports & Fitness,Apparel,Enduro,Enduro Apparel 436,225.67,378.44,Supplier_046,2021-10-20
PROD001520,Sports & Fitness,Apparel,Enduro,Enduro Apparel 997,26.06,36.14,Supplier_025,2022-07-16
PROD001521,Grocery,Beverages,GreenLeaf,GreenLeaf Beverages 368,15.82,19.64,Supplier_053,2023-04-27
PROD001522,Apparel,Women,WearWell,WearWell Women 364,76.28,170.95,Supplier_013,2024-07-27
PROD001523,Electronics,Laptops,Veltrix,Veltrix Laptops 817,62.73,70.65,Supplier_058,2023-05-30
PROD001524,Beauty,Skincare,Auralis,Auralis Skincare 475,4.32,7.72,Supplier_055,2020-12-07
PROD001525,Home & Kitchen,Cookware,Dweliva,Dweliva Cookware 687,51.96,81.01,Supplier_035,2023-01-22
PROD001526,Automotive,Care Products,RoadKing,RoadKing Care Products 848,363.85,452.26,Supplier_019,2022-10-20
PROD001527,Grocery,Frozen Foods,DailyBasket,DailyBasket Frozen Foods 990,21.88,29.1,Supplier_057,2021-07-15
PROD001528,Beauty,Makeup,Lumeve,Lumeve Makeup 860,53.98,98.91,Supplier_035,2024-12-26
PROD001529,Home & Kitchen,Furnishing,KitchPro,KitchPro Furnishing 663,21.14,27.09,Supplier_033,2021-02-01
PROD001530,Home & Kitchen,Appliances,Hearthly,Hearthly Appliances 692,180.36,259.53,Supplier_015,2020-10-12
PROD001531,Apparel,Kids,Stratus,Stratus Kids 875,21.66,47.59,Supplier_055,2024-09-16
PROD001532,Apparel,Footwear,UrbanThread,UrbanThread Footwear 406,12.74,21.62,Supplier_005,2024-04-23
PROD001533,Grocery,Frozen Foods,GreenLeaf,GreenLeaf Frozen Foods 423,11.95,14.3,Supplier_035,2020-05-18
PROD001534,Beauty,Haircare,Auralis,Auralis Haircare 210,42.89,88.26,Supplier_036,2019-12-21
PROD001535,Beauty,Haircare,Velvetta,Velvetta Haircare 566,3.27,5.68,Supplier_008,2022-11-03
PROD001536,Beauty,Fragrance,Lumeve,Lumeve Fragrance 378,42.42,64.51,Supplier_044,2020-05-02
PROD001537,Automotive,Care Products,MotoFix,MotoFix Care Products 715,81.64,106.62,Supplier_013,2022-06-14
PROD001538,Grocery,Beverages,FarmFresh,FarmFresh Beverages 826,17.57,22.5,Supplier_048,2021-12-11
PROD001539,Grocery,Beverages,Nutrivia,Nutrivia Beverages 143,23.71,29.55,Supplier_052,2020-03-19
PROD001540,Electronics,Accessories,NimbusTech,NimbusTech Accessories 592,693.56,804.21,Supplier_049,2023-08-15
PROD001541,Electronics,Laptops,NimbusTech,NimbusTech Laptops 301,126.08,144.33,Supplier_034,2023-04-19
PROD001542,Grocery,Dairy,FarmFresh,FarmFresh Dairy 487,19.54,21.74,Supplier_037,2022-03-26
PROD001543,Electronics,Mobiles,Veltrix,Veltrix Mobiles 573,896.65,1010.8,Supplier_056,2023-08-07
PROD001544,Books & Media,Fiction,InkHouse,InkHouse Fiction 894,4.93,7.09,Supplier_031,2020-12-09
PROD001545,Grocery,Staples,FarmFresh,FarmFresh Staples 171,12.88,16.77,Supplier_001,2019-11-22
PROD001546,Books & Media,Children,ChapterOne,ChapterOne Children 317,19.17,29.38,Supplier_012,2021-09-01
PROD001547,Apparel,Winterwear,UrbanThread,UrbanThread Winterwear 540,35.99,58.79,Supplier_036,2022-03-06
PROD001548,Home & Kitchen,Decor,KitchPro,KitchPro Decor 810,81.81,115.56,Supplier_024,2022-11-22
PROD001549,Home & Kitchen,Cookware,Hearthly,Hearthly Cookware 251,9.8,12.39,Supplier_030,2019-07-03
PROD001550,Apparel,Women,UrbanThread,UrbanThread Women 784,13.43,23.71,Supplier_025,2023-08-31
PROD001551,Grocery,Staples,FarmFresh,FarmFresh Staples 293,11.76,14.56,Supplier_048,2023-04-14
PROD001552,Beauty,Fragrance,Auralis,Auralis Fragrance 204,27.35,56.16,Supplier_001,2021-09-02
PROD001553,Books & Media,Non-Fiction,InkHouse,InkHouse Non-Fiction 355,27.24,36.18,Supplier_038,2023-07-10
PROD001554,Sports & Fitness,Footwear,FitForge,FitForge Footwear 629,180.19,267.51,Supplier_038,2020-07-27
PROD001555,Apparel,Footwear,WearWell,WearWell Footwear 597,76.29,155.1,Supplier_024,2021-10-10
PROD001556,Sports & Fitness,Footwear,Enduro,Enduro Footwear 119,60.13,89.02,Supplier_055,2021-09-29
PROD001557,Home & Kitchen,Appliances,Hearthly,Hearthly Appliances 261,246.74,314.44,Supplier_009,2019-10-16
PROD001558,Apparel,Footwear,WearWell,WearWell Footwear 362,68.83,117.03,Supplier_052,2019-03-05
PROD001559,Toys & Games,Action Figures,Funkido,Funkido Action Figures 741,63.81,112.34,Supplier_042,2022-01-28
PROD001560,Apparel,Kids,Stratus,Stratus Kids 613,29.37,65.78,Supplier_028,2023-08-01
PROD001561,Apparel,Footwear,Denimo,Denimo Footwear 378,16.94,28.79,Supplier_010,2022-07-28
PROD001562,Beauty,Skincare,Glowtra,Glowtra Skincare 111,43.72,67.97,Supplier_037,2019-12-28
PROD001563,Apparel,Men,Denimo,Denimo Men 400,78.59,138.32,Supplier_020,2021-03-13
PROD001564,Grocery,Snacks,FarmFresh,FarmFresh Snacks 536,14.44,17.72,Supplier_035,2020-03-16
PROD001565,Apparel,Men,Clovera,Clovera Men 851,69.87,108.04,Supplier_033,2022-10-03
PROD001566,Books & Media,Non-Fiction,ChapterOne,ChapterOne Non-Fiction 210,17.42,22.15,Supplier_050,2023-10-25
PROD001567,Apparel,Women,UrbanThread,UrbanThread Women 183,50.29,97.19,Supplier_019,2023-07-04
PROD001568,Furniture,Living Room,Comforta,Comforta Living Room 337,895.48,1237.71,Supplier_055,2024-07-20
PROD001569,Toys & Games,Outdoor,Brainary,Brainary Outdoor 925,26.1,39.07,Supplier_026,2022-09-01
PROD001570,Apparel,Men,WearWell,WearWell Men 519,38.74,62.57,Supplier_054,2023-05-16
PROD001571,Grocery,Frozen Foods,GreenLeaf,GreenLeaf Frozen Foods 337,23.98,26.65,Supplier_035,2019-02-27
PROD001572,Beauty,Haircare,Lumeve,Lumeve Haircare 468,45.91,96.98,Supplier_043,2023-06-13
PROD001573,Automotive,Care Products,AutoEdge,AutoEdge Care Products 827,275.67,351.21,Supplier_018,2020-01-18
PROD001574,Apparel,Winterwear,Stratus,Stratus Winterwear 809,66.43,134.53,Supplier_035,2019-10-16
PROD001575,Grocery,Frozen Foods,DailyBasket,DailyBasket Frozen Foods 450,17.63,19.71,Supplier_039,2024-06-03
PROD001576,Electronics,Audio,Aurawave,Aurawave Audio 296,123.23,134.18,Supplier_048,2020-02-09
PROD001577,Apparel,Kids,WearWell,WearWell Kids 898,71.54,124.11,Supplier_030,2020-11-29
PROD001578,Apparel,Footwear,WearWell,WearWell Footwear 411,33.06,53.98,Supplier_001,2022-09-01
PROD001579,Apparel,Men,Stratus,Stratus Men 509,10.72,26.57,Supplier_056,2021-12-30
PROD001580,Apparel,Men,WearWell,WearWell Men 157,7.76,13.5,Supplier_015,2022-06-24
PROD001581,Home & Kitchen,Furnishing,KitchPro,KitchPro Furnishing 933,135.12,202.98,Supplier_015,2020-01-04
PROD001582,Grocery,Snacks,PureHarvest,PureHarvest Snacks 258,4.26,5.02,Supplier_015,2022-03-06
PROD001583,Apparel,Men,Stratus,Stratus Men 924,73.81,150.74,Supplier_001,2019-10-22
PROD001584,Apparel,Kids,Clovera,Clovera Kids 593,31.23,53.03,Supplier_050,2020-01-14
PROD001585,Home & Kitchen,Furnishing,Hearthly,Hearthly Furnishing 255,251.83,335.16,Supplier_037,2019-04-12
PROD001586,Apparel,Kids,Denimo,Denimo Kids 620,26.61,53.95,Supplier_026,2021-06-01
PROD001587,Beauty,Haircare,Auralis,Auralis Haircare 179,55.14,107.4,Supplier_034,2023-11-22
PROD001588,Beauty,Skincare,PureSkin,PureSkin Skincare 245,11.75,21.53,Supplier_033,2021-07-17
PROD001589,Apparel,Kids,Stratus,Stratus Kids 187,11.28,25.59,Supplier_058,2021-06-19
PROD001590,Beauty,Haircare,Lumeve,Lumeve Haircare 374,10.68,21.88,Supplier_024,2024-09-06
PROD001591,Books & Media,Fiction,InkHouse,InkHouse Fiction 207,16.29,21.33,Supplier_044,2022-07-23
PROD001592,Sports & Fitness,Nutrition,ProAthlete,ProAthlete Nutrition 489,64.69,94.34,Supplier_045,2019-08-25
PROD001593,Sports & Fitness,Footwear,FitForge,FitForge Footwear 964,74.83,108.72,Supplier_017,2023-11-14
PROD001594,Beauty,Haircare,Glowtra,Glowtra Haircare 160,51.32,96.83,Supplier_026,2024-03-01
PROD001595,Apparel,Footwear,Clovera,Clovera Footwear 141,22.61,34.8,Supplier_019,2021-08-11
PROD001596,Automotive,Parts,RoadKing,RoadKing Parts 631,107.98,134.71,Supplier_039,2021-09-01
PROD001597,Grocery,Frozen Foods,PureHarvest,PureHarvest Frozen Foods 346,21.37,24.56,Supplier_013,2019-01-31
PROD001598,Grocery,Beverages,Nutrivia,Nutrivia Beverages 966,4.73,6.25,Supplier_059,2021-03-06
PROD001599,Grocery,Dairy,Nutrivia,Nutrivia Dairy 292,5.88,7.26,Supplier_052,2024-03-06
PROD001600,Apparel,Women,Denimo,Denimo Women 885,62.37,138.29,Supplier_059,2023-03-24
PROD001601,Sports & Fitness,Nutrition,Enduro,Enduro Nutrition 576,180.58,299.22,Supplier_003,2022-08-27
PROD001602,Grocery,Snacks,PureHarvest,PureHarvest Snacks 263,20.2,23.36,Supplier_037,2024-02-17
PROD001603,Automotive,Accessories,AutoEdge,AutoEdge Accessories 108,59.68,80.62,Supplier_014,2020-07-22
PROD001604,Beauty,Skincare,Velvetta,Velvetta Skincare 477,41.77,60.62,Supplier_034,2020-03-27
PROD001605,Books & Media,Non-Fiction,Pagewise,Pagewise Non-Fiction 914,23.57,29.68,Supplier_041,2019-08-24
PROD001606,Home & Kitchen,Appliances,KitchPro,KitchPro Appliances 820,159.74,248.67,Supplier_052,2024-04-09
PROD001607,Home & Kitchen,Appliances,Hearthly,Hearthly Appliances 429,246.34,317.4,Supplier_020,2024-02-23
PROD001608,Automotive,Accessories,AutoEdge,AutoEdge Accessories 489,334.95,395.16,Supplier_043,2019-04-28
PROD001609,Books & Media,Non-Fiction,Pagewise,Pagewise Non-Fiction 191,28.7,40.04,Supplier_025,2020-03-09
PROD001610,Beauty,Makeup,PureSkin,PureSkin Makeup 303,16.55,30.71,Supplier_029,2024-02-09
PROD001611,Electronics,Audio,Pulseon,Pulseon Audio 826,223.92,250.31,Supplier_057,2022-06-05
PROD001612,Electronics,Audio,Veltrix,Veltrix Audio 844,748.7,861.53,Supplier_058,2020-03-09
PROD001613,Electronics,Laptops,Sonex,Sonex Laptops 357,66.99,75.33,Supplier_025,2021-10-22
PROD001614,Electronics,Cameras,Veltrix,Veltrix Cameras 811,743.79,820.9,Supplier_049,2024-01-29
PROD001615,Home & Kitchen,Appliances,HomeCraft,HomeCraft Appliances 487,213.97,307.55,Supplier_002,2022-01-12
PROD001616,Apparel,Footwear,WearWell,WearWell Footwear 112,35.8,86.34,Supplier_003,2021-05-25
PROD001617,Beauty,Skincare,Auralis,Auralis Skincare 955,39.97,84.51,Supplier_059,2024-09-22
PROD001618,Toys & Games,Outdoor,Wonderplay,Wonderplay Outdoor 929,25.37,41.88,Supplier_032,2023-07-15
PROD001619,Apparel,Footwear,Clovera,Clovera Footwear 454,15.26,24.08,Supplier_043,2024-11-30
PROD001620,Toys & Games,Action Figures,Funkido,Funkido Action Figures 806,34.13,65.01,Supplier_033,2023-07-14
PROD001621,Toys & Games,Outdoor,Brainary,Brainary Outdoor 274,23.81,38.59,Supplier_038,2021-03-05
PROD001622,Beauty,Skincare,Velvetta,Velvetta Skincare 697,40.32,87.77,Supplier_054,2020-02-19
PROD001623,Toys & Games,Educational,Funkido,Funkido Educational 518,41.67,59.65,Supplier_041,2024-08-28
PROD001624,Books & Media,Fiction,Pagewise,Pagewise Fiction 465,13.62,18.41,Supplier_024,2024-06-26
PROD001625,Apparel,Men,Stratus,Stratus Men 134,43.53,104.61,Supplier_054,2021-11-13
PROD001626,Apparel,Winterwear,Denimo,Denimo Winterwear 128,36.31,61.53,Supplier_047,2024-07-27
PROD001627,Apparel,Footwear,UrbanThread,UrbanThread Footwear 447,21.43,49.76,Supplier_012,2024-05-15
PROD001628,Apparel,Winterwear,Stratus,Stratus Winterwear 813,53.42,87.0,Supplier_028,2019-03-06
PROD001629,Books & Media,Children,InkHouse,InkHouse Children 833,22.35,28.49,Supplier_030,2019-11-16
PROD001630,Electronics,Audio,Pulseon,Pulseon Audio 118,363.58,423.42,Supplier_033,2019-01-26
PROD001631,Apparel,Kids,Clovera,Clovera Kids 655,21.08,49.37,Supplier_008,2023-05-15
PROD001632,Books & Media,Academic,Lorebound,Lorebound Academic 997,30.49,39.3,Supplier_001,2023-06-15
PROD001633,Sports & Fitness,Apparel,ProAthlete,ProAthlete Apparel 447,168.03,301.12,Supplier_060,2020-06-19
PROD001634,Grocery,Beverages,Nutrivia,Nutrivia Beverages 769,6.1,7.58,Supplier_056,2024-06-08
PROD001635,Beauty,Skincare,Lumeve,Lumeve Skincare 613,50.38,86.58,Supplier_057,2019-11-02
PROD001636,Electronics,Laptops,Sonex,Sonex Laptops 311,663.02,763.36,Supplier_054,2019-04-07
PROD001637,Home & Kitchen,Furnishing,HomeCraft,HomeCraft Furnishing 356,93.03,129.12,Supplier_042,2021-05-29
PROD001638,Books & Media,Academic,Lorebound,Lorebound Academic 710,38.2,50.08,Supplier_003,2024-06-16
PROD001639,Home & Kitchen,Cookware,Hearthly,Hearthly Cookware 563,129.86,182.27,Supplier_047,2024-09-18
PROD001640,Books & Media,Non-Fiction,Pagewise,Pagewise Non-Fiction 730,16.66,25.04,Supplier_057,2020-02-23
PROD001641,Electronics,Accessories,NimbusTech,NimbusTech Accessories 887,275.25,327.77,Supplier_057,2024-05-28
PROD001642,Home & Kitchen,Storage,CasaNova,CasaNova Storage 522,55.23,90.8,Supplier_044,2020-08-19
PROD001643,Beauty,Fragrance,PureSkin,PureSkin Fragrance 960,53.5,110.32,Supplier_037,2019-07-04
PROD001644,Electronics,Cameras,Pulseon,Pulseon Cameras 658,314.19,378.12,Supplier_040,2020-06-01
PROD001645,Toys & Games,Board Games,Funkido,Funkido Board Games 925,87.13,144.55,Supplier_055,2020-08-30
PROD001646,Grocery,Staples,FarmFresh,FarmFresh Staples 998,11.96,14.78,Supplier_001,2021-09-08
PROD001647,Toys & Games,Action Figures,PlayNest,PlayNest Action Figures 853,62.65,102.26,Supplier_054,2022-03-07
PROD001648,Grocery,Snacks,Nutrivia,Nutrivia Snacks 464,2.1,2.51,Supplier_032,2020-04-30
PROD001649,Furniture,Bedroom,WoodCraft,WoodCraft Bedroom 305,1496.57,2013.86,Supplier_034,2019-04-10
PROD001650,Toys & Games,Board Games,Funkido,Funkido Board Games 237,56.7,85.08,Supplier_030,2020-04-29
PROD001651,Toys & Games,Board Games,Brainary,Brainary Board Games 386,21.46,39.3,Supplier_026,2023-03-22
PROD001652,Beauty,Skincare,Auralis,Auralis Skincare 215,34.66,54.61,Supplier_036,2024-07-07
PROD001653,Apparel,Winterwear,Denimo,Denimo Winterwear 385,60.53,100.43,Supplier_020,2020-07-12
PROD001654,Apparel,Footwear,Clovera,Clovera Footwear 692,9.79,23.97,Supplier_047,2020-04-18
PROD001655,Home & Kitchen,Cookware,KitchPro,KitchPro Cookware 960,264.13,386.24,Supplier_050,2024-01-15
PROD001656,Grocery,Frozen Foods,PureHarvest,PureHarvest Frozen Foods 458,7.73,9.44,Supplier_044,2020-03-03
PROD001657,Grocery,Beverages,FarmFresh,FarmFresh Beverages 716,12.47,14.42,Supplier_010,2024-01-28
PROD001658,Apparel,Men,Stratus,Stratus Men 225,61.96,110.58,Supplier_014,2020-01-18
PROD001659,Home & Kitchen,Decor,HomeCraft,HomeCraft Decor 521,198.48,275.93,Supplier_007,2021-04-09
PROD001660,Sports & Fitness,Equipment,ProAthlete,ProAthlete Equipment 748,240.87,406.4,Supplier_044,2019-08-09
PROD001661,Sports & Fitness,Apparel,FitForge,FitForge Apparel 580,104.38,145.2,Supplier_031,2020-06-07
PROD001662,Home & Kitchen,Decor,HomeCraft,HomeCraft Decor 981,225.6,328.97,Supplier_008,2022-06-22
PROD001663,Beauty,Haircare,Auralis,Auralis Haircare 459,7.6,15.49,Supplier_039,2024-01-15
PROD001664,Toys & Games,Board Games,Wonderplay,Wonderplay Board Games 581,27.55,49.59,Supplier_031,2024-08-19
PROD001665,Electronics,Audio,Pulseon,Pulseon Audio 969,844.8,969.4,Supplier_019,2024-10-02
PROD001666,Home & Kitchen,Furnishing,HomeCraft,HomeCraft Furnishing 428,227.98,303.94,Supplier_011,2022-01-23
PROD001667,Electronics,Audio,Aurawave,Aurawave Audio 542,1010.55,1234.39,Supplier_015,2023-09-07
PROD001668,Electronics,Audio,NimbusTech,NimbusTech Audio 100,1172.43,1369.62,Supplier_015,2022-03-21
PROD001669,Apparel,Women,UrbanThread,UrbanThread Women 607,69.2,125.71,Supplier_052,2019-07-29
PROD001670,Apparel,Footwear,WearWell,WearWell Footwear 623,66.12,141.46,Supplier_032,2020-03-06
PROD001671,Beauty,Makeup,Glowtra,Glowtra Makeup 576,48.74,99.03,Supplier_043,2019-08-23
PROD001672,Sports & Fitness,Equipment,ProAthlete,ProAthlete Equipment 738,112.19,158.81,Supplier_059,2020-04-25
PROD001673,Sports & Fitness,Nutrition,Enduro,Enduro Nutrition 231,5.13,7.49,Supplier_038,2022-03-12
PROD001674,Home & Kitchen,Appliances,KitchPro,KitchPro Appliances 946,227.5,370.69,Supplier_002,2022-08-19
PROD001675,Electronics,Cameras,Veltrix,Veltrix Cameras 537,760.05,880.92,Supplier_014,2021-04-22
PROD001676,Electronics,Audio,Pulseon,Pulseon Audio 996,892.56,1044.57,Supplier_055,2023-09-21
PROD001677,Grocery,Dairy,GreenLeaf,GreenLeaf Dairy 131,4.59,5.7,Supplier_049,2019-05-23
PROD001678,Grocery,Frozen Foods,DailyBasket,DailyBasket Frozen Foods 115,15.8,17.79,Supplier_054,2024-09-19
PROD001679,Apparel,Kids,Stratus,Stratus Kids 473,51.22,122.35,Supplier_036,2022-08-21
PROD001680,Apparel,Footwear,WearWell,WearWell Footwear 435,22.7,39.71,Supplier_033,2020-03-18
PROD001681,Electronics,Accessories,Pulseon,Pulseon Accessories 782,818.83,948.74,Supplier_044,2019-01-21
PROD001682,Electronics,Laptops,Aurawave,Aurawave Laptops 799,177.22,204.69,Supplier_044,2019-08-13
PROD001683,Electronics,Audio,Aurawave,Aurawave Audio 916,723.7,838.91,Supplier_015,2023-08-25
PROD001684,Electronics,Accessories,Aurawave,Aurawave Accessories 722,904.71,1122.32,Supplier_040,2024-09-08
PROD001685,Electronics,Audio,Sonex,Sonex Audio 484,773.8,900.4,Supplier_022,2023-09-03
PROD001686,Electronics,Audio,Sonex,Sonex Audio 670,693.02,768.64,Supplier_041,2021-10-07
PROD001687,Apparel,Footwear,UrbanThread,UrbanThread Footwear 545,16.96,37.65,Supplier_058,2022-01-24
PROD001688,Beauty,Makeup,Glowtra,Glowtra Makeup 121,35.27,51.08,Supplier_021,2022-12-16
PROD001689,Apparel,Footwear,WearWell,WearWell Footwear 462,26.47,58.94,Supplier_054,2021-11-27
PROD001690,Grocery,Snacks,PureHarvest,PureHarvest Snacks 399,2.49,3.02,Supplier_004,2022-12-22
PROD001691,Home & Kitchen,Decor,Hearthly,Hearthly Decor 548,39.39,54.66,Supplier_030,2024-12-01
PROD001692,Home & Kitchen,Decor,Dweliva,Dweliva Decor 986,206.77,315.08,Supplier_006,2019-04-25
PROD001693,Beauty,Skincare,Lumeve,Lumeve Skincare 238,40.42,64.82,Supplier_010,2023-03-06
PROD001694,Grocery,Frozen Foods,PureHarvest,PureHarvest Frozen Foods 765,7.46,9.21,Supplier_054,2024-03-11
PROD001695,Automotive,Care Products,MotoFix,MotoFix Care Products 830,65.82,95.85,Supplier_022,2021-11-12
PROD001696,Grocery,Beverages,PureHarvest,PureHarvest Beverages 598,21.59,25.91,Supplier_002,2022-07-04
PROD001697,Automotive,Accessories,GearDrive,GearDrive Accessories 426,37.67,48.37,Supplier_036,2023-08-18
PROD001698,Home & Kitchen,Cookware,Dweliva,Dweliva Cookware 968,198.9,265.26,Supplier_011,2023-03-14
PROD001699,Grocery,Snacks,GreenLeaf,GreenLeaf Snacks 925,9.3,11.9,Supplier_054,2023-12-04
PROD001700,Grocery,Dairy,DailyBasket,DailyBasket Dairy 246,21.95,26.15,Supplier_026,2021-09-24
PROD001701,Grocery,Snacks,DailyBasket,DailyBasket Snacks 538,16.37,19.22,Supplier_053,2020-07-21
PROD001702,Beauty,Makeup,Velvetta,Velvetta Makeup 639,14.52,27.17,Supplier_010,2020-03-08
PROD001703,Automotive,Care Products,GearDrive,GearDrive Care Products 455,106.02,127.51,Supplier_013,2019-02-28
PROD001704,Toys & Games,Educational,Wonderplay,Wonderplay Educational 966,16.6,27.38,Supplier_031,2021-04-14
PROD001705,Furniture,Bedroom,Loungeify,Loungeify Bedroom 952,743.25,1035.31,Supplier_057,2022-06-22
PROD001706,Grocery,Staples,PureHarvest,PureHarvest Staples 193,17.34,21.82,Supplier_023,2022-09-15
PROD001707,Apparel,Winterwear,WearWell,WearWell Winterwear 557,23.8,51.79,Supplier_030,2019-05-09
PROD001708,Sports & Fitness,Apparel,Enduro,Enduro Apparel 195,194.7,322.72,Supplier_059,2019-11-05
PROD001709,Grocery,Snacks,PureHarvest,PureHarvest Snacks 776,12.36,16.14,Supplier_019,2022-01-23
PROD001710,Grocery,Beverages,FarmFresh,FarmFresh Beverages 547,24.13,29.87,Supplier_026,2021-05-24
PROD001711,Grocery,Frozen Foods,DailyBasket,DailyBasket Frozen Foods 290,7.74,10.03,Supplier_031,2021-04-07
PROD001712,Apparel,Women,Stratus,Stratus Women 394,42.69,92.93,Supplier_006,2022-10-15
PROD001713,Sports & Fitness,Equipment,Striveon,Striveon Equipment 994,136.26,234.99,Supplier_008,2024-04-04
PROD001714,Electronics,Audio,Sonex,Sonex Audio 733,549.71,665.02,Supplier_059,2020-05-13
PROD001715,Electronics,Cameras,Veltrix,Veltrix Cameras 407,1004.75,1159.03,Supplier_051,2022-09-11
PROD001716,Electronics,Cameras,Sonex,Sonex Cameras 906,1093.55,1199.09,Supplier_013,2021-11-10
PROD001717,Home & Kitchen,Cookware,Dweliva,Dweliva Cookware 263,203.35,334.15,Supplier_004,2019-03-29
PROD001718,Apparel,Winterwear,Denimo,Denimo Winterwear 495,47.68,80.33,Supplier_046,2019-03-04
PROD001719,Apparel,Footwear,Clovera,Clovera Footwear 578,23.26,46.58,Supplier_022,2021-08-17
PROD001720,Apparel,Footwear,WearWell,WearWell Footwear 618,69.86,128.16,Supplier_038,2023-08-18
PROD001721,Grocery,Frozen Foods,DailyBasket,DailyBasket Frozen Foods 947,9.35,11.68,Supplier_024,2023-01-08
PROD001722,Sports & Fitness,Nutrition,PeakGear,PeakGear Nutrition 874,66.86,105.63,Supplier_055,2022-11-16
PROD001723,Grocery,Dairy,PureHarvest,PureHarvest Dairy 126,11.1,13.95,Supplier_053,2022-08-03
PROD001724,Beauty,Haircare,PureSkin,PureSkin Haircare 767,24.63,52.06,Supplier_060,2020-05-04
PROD001725,Beauty,Makeup,PureSkin,PureSkin Makeup 681,54.42,82.16,Supplier_039,2019-04-14
PROD001726,Grocery,Staples,Nutrivia,Nutrivia Staples 828,11.74,15.44,Supplier_033,2021-06-13
PROD001727,Beauty,Haircare,PureSkin,PureSkin Haircare 574,49.47,88.29,Supplier_019,2020-08-21
PROD001728,Grocery,Staples,DailyBasket,DailyBasket Staples 351,6.22,7.86,Supplier_012,2024-04-29
PROD001729,Home & Kitchen,Furnishing,Hearthly,Hearthly Furnishing 437,163.45,211.65,Supplier_011,2020-05-28
